ID_Orden,Fecha_Orden,Metodo_Envio,Nombre_Cliente,Segmento,Region,Provincia,Categoria,Subcategoria,Ventas,Cantidad,Descuento,Ganancia
CR-2024-01251,2024-01-31,Express,Daniel Cordero,Consumidor,Norte,Upala,Muebles,Escritorios,812.52,2,0.0,114.5
CR-2024-01251,2024-01-31,Express,Daniel Cordero,Consumidor,Norte,Upala,Oficina,Papel,8.75,1,0.1,4.03
CR-2024-01251,2024-01-31,Express,Daniel Cordero,Consumidor,Norte,Upala,Oficina,Papel,80.14,1,0.0,33.63
CR-2023-01252,2023-10-29,Express,Maria Lopez,Corporativo,Caribe,Limon,Oficina,Organizadores,54.75,1,0.0,17.39
CR-2024-01253,2024-10-31,Economico,Laura Jimenez,Corporativo,Pacifico,Puntarenas,Tecnologia,Telefonos,2565.72,3,0.0,744.09
CR-2024-01254,2024-08-26,Estandar,Carlos Ramirez,Consumidor,Pacifico,Guanacaste,Oficina,Impresion,50.78,1,0.0,25.05
CR-2024-01254,2024-08-26,Economico,Carlos Ramirez,Consumidor,Pacifico,Guanacaste,Tecnologia,Laptops,946.16,1,0.1,182.57
CR-2024-01255,2024-07-10,Economico,Ana Mora,Consumidor,Caribe,Limon,Muebles,Mesas,362.2,1,0.0,63.86
CR-2024-01255,2024-07-10,Express,Ana Mora,Consumidor,Caribe,Limon,Oficina,Organizadores,177.0,2,0.0,81.8
CR-2024-01255,2024-07-10,Economico,Ana Mora,Consumidor,Caribe,Limon,Oficina,Organizadores,158.02,2,0.0,28.66
CR-2024-01256,2024-08-07,Estandar,Sofia Vargas,Corporativo,Pacifico,Puntarenas,Oficina,Organizadores,175.78,2,0.0,37.76
CR-2023-01257,2023-10-11,Estandar,Ricardo Chaves,Consumidor,Caribe,Limon,Muebles,Mesas,1317.21,2,0.05,77.03
CR-2023-01257,2023-10-11,Estandar,Ricardo Chaves,Consumidor,Caribe,Limon,Oficina,Utiles,35.12,1,0.1,15.8
CR-2024-01258,2024-10-24,Express,Carlos Ramirez,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,401.4,2,0.0,132.25
CR-2024-01258,2024-10-24,Estandar,Carlos Ramirez,Consumidor,Norte,San Carlos,Tecnologia,Laptops,388.28,1,0.05,34.71
CR-2022-01259,2022-03-13,Economico,Daniela Zuniga,Consumidor,Caribe,Limon,Oficina,Impresion,198.07,3,0.05,43.74
CR-2022-01259,2022-03-13,Economico,Daniela Zuniga,Consumidor,Caribe,Limon,Oficina,Organizadores,340.77,3,0.0,138.32
CR-2022-01259,2022-03-13,Express,Daniela Zuniga,Consumidor,Caribe,Limon,Muebles,Estantes,474.95,1,0.0,43.13
CR-2022-01260,2022-11-15,Express,Isabella Monge,Corporativo,Central,Alajuela,Muebles,Sillas,985.68,2,0.05,190.98
CR-2024-01261,2024-05-31,Express,Valentina Castro,Corporativo,Pacifico,Puntarenas,Oficina,Utiles,61.54,1,0.1,25.13
CR-2023-01262,2023-12-23,Economico,Gabriela Quesada,Consumidor,Pacifico,Guanacaste,Muebles,Escritorios,1255.74,3,0.0,108.76
CR-2023-01262,2023-12-23,Estandar,Gabriela Quesada,Consumidor,Pacifico,Guanacaste,Oficina,Papel,134.24,2,0.05,37.35
CR-2024-01263,2024-12-31,Express,Jose Garcia,Consumidor,Central,Heredia,Tecnologia,Tablets,368.2,1,0.05,56.18
CR-2024-01264,2024-01-31,Express,Camila Brenes,Consumidor,Central,Heredia,Tecnologia,Tablets,414.61,1,0.05,43.32
CR-2024-01264,2024-01-31,Express,Camila Brenes,Consumidor,Central,Heredia,Tecnologia,Telefonos,453.68,2,0.0,127.65
CR-2024-01264,2024-01-31,Economico,Camila Brenes,Consumidor,Central,Heredia,Oficina,Utiles,134.29,1,0.1,25.19
CR-2024-01265,2024-08-26,Estandar,Sofia Vargas,Consumidor,Caribe,Limon,Oficina,Utiles,76.5,1,0.05,17.56
CR-2022-01266,2022-11-20,Express,Gabriela Quesada,Consumidor,Caribe,Limon,Muebles,Mesas,727.1,1,0.0,145.56
CR-2022-01266,2022-11-20,Express,Gabriela Quesada,Consumidor,Caribe,Limon,Muebles,Sillas,676.45,1,0.05,120.25
CR-2022-01267,2022-05-03,Estandar,Sebastian Vega,Consumidor,Pacifico,Puntarenas,Oficina,Papel,214.81,2,0.1,69.92
CR-2024-01268,2024-02-13,Express,Laura Jimenez,Gobierno,Pacifico,Guanacaste,Oficina,Organizadores,95.46,2,0.0,21.45
CR-2024-01268,2024-02-13,Estandar,Laura Jimenez,Gobierno,Pacifico,Guanacaste,Oficina,Papel,207.82,3,0.05,102.71
CR-2024-01269,2024-12-23,Express,Lucia Sanchez,Corporativo,Caribe,Limon,Oficina,Utiles,141.05,2,0.1,56.12
CR-2023-01270,2023-10-19,Economico,Pablo Solano,Corporativo,Norte,San Carlos,Tecnologia,Laptops,891.96,1,0.05,74.16
CR-2023-01270,2023-10-19,Express,Pablo Solano,Corporativo,Norte,San Carlos,Tecnologia,Telefonos,1134.93,1,0.1,125.55
CR-2022-01271,2022-12-22,Estandar,Sebastian Vega,Corporativo,Norte,Upala,Tecnologia,Tablets,1162.42,2,0.0,382.51
CR-2022-01271,2022-12-22,Express,Sebastian Vega,Corporativo,Norte,Upala,Tecnologia,Accesorios,1457.38,2,0.0,397.93
CR-2022-01272,2022-04-30,Estandar,Mateo Calderon,Corporativo,Caribe,Limon,Tecnologia,Telefonos,1298.57,1,0.1,272.05
CR-2024-01273,2024-12-13,Estandar,Lucia Sanchez,Corporativo,Pacifico,Guanacaste,Muebles,Escritorios,1266.16,2,0.0,55.64
CR-2024-01273,2024-12-13,Express,Lucia Sanchez,Corporativo,Pacifico,Guanacaste,Oficina,Organizadores,45.85,1,0.15,15.0
CR-2023-01274,2023-10-27,Express,Ana Mora,Corporativo,Norte,Upala,Oficina,Impresion,79.91,1,0.05,35.79
CR-2023-01274,2023-10-27,Estandar,Ana Mora,Corporativo,Norte,Upala,Muebles,Mesas,867.06,1,0.0,74.07
CR-2023-01275,2023-10-11,Express,Lucia Sanchez,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,150.35,2,0.05,28.22
CR-2023-01275,2023-10-11,Express,Lucia Sanchez,Consumidor,Pacifico,Guanacaste,Tecnologia,Laptops,238.16,1,0.05,28.55
CR-2024-01276,2024-03-29,Estandar,Jose Garcia,Corporativo,Pacifico,Puntarenas,Oficina,Impresion,213.82,2,0.0,87.0
CR-2022-01277,2022-06-10,Estandar,Fernando Arias,Gobierno,Caribe,Limon,Tecnologia,Tablets,1245.63,1,0.05,287.35
CR-2022-01278,2022-04-21,Express,Daniela Zuniga,Corporativo,Central,Heredia,Oficina,Papel,33.32,1,0.1,10.23
CR-2023-01279,2023-03-31,Economico,Carlos Ramirez,Consumidor,Norte,San Carlos,Oficina,Utiles,12.15,1,0.0,4.26
CR-2022-01280,2022-10-04,Express,Sofia Vargas,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,299.16,2,0.0,76.74
CR-2022-01281,2022-11-03,Express,Ana Mora,Consumidor,Norte,Upala,Oficina,Utiles,7.23,1,0.15,2.87
CR-2024-01282,2024-10-21,Express,Sofia Vargas,Consumidor,Pacifico,Guanacaste,Tecnologia,Laptops,1066.27,1,0.05,100.55
CR-2024-01282,2024-10-21,Estandar,Sofia Vargas,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,616.46,1,0.05,15.55
CR-2024-01282,2024-10-21,Estandar,Sofia Vargas,Consumidor,Pacifico,Guanacaste,Tecnologia,Laptops,1600.41,2,0.05,379.16
CR-2024-01283,2024-02-11,Express,Camila Brenes,Consumidor,Central,Heredia,Oficina,Organizadores,89.87,1,0.05,13.78
CR-2024-01284,2024-01-08,Economico,Sofia Vargas,Gobierno,Central,Heredia,Muebles,Sillas,844.9,2,0.15,111.08
CR-2023-01285,2023-11-17,Economico,Daniel Cordero,Consumidor,Central,San Jose,Muebles,Estantes,402.59,1,0.0,40.64
CR-2023-01286,2023-04-29,Express,Sebastian Vega,Corporativo,Caribe,Limon,Tecnologia,Telefonos,4257.0,3,0.0,649.35
CR-2023-01286,2023-04-29,Economico,Sebastian Vega,Corporativo,Caribe,Limon,Tecnologia,Telefonos,2105.85,2,0.05,656.63
CR-2023-01286,2023-04-29,Express,Sebastian Vega,Corporativo,Caribe,Limon,Muebles,Escritorios,235.54,1,0.15,53.99
CR-2022-01287,2022-10-27,Economico,Maria Lopez,Consumidor,Pacifico,Puntarenas,Tecnologia,Telefonos,1818.69,3,0.1,448.98
CR-2022-01287,2022-10-27,Estandar,Maria Lopez,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,244.1,2,0.1,15.22
CR-2022-01287,2022-10-27,Economico,Maria Lopez,Consumidor,Pacifico,Puntarenas,Muebles,Estantes,801.71,1,0.0,97.72
CR-2022-01288,2022-11-08,Economico,Daniel Cordero,Consumidor,Central,San Jose,Oficina,Papel,87.4,2,0.0,21.23
CR-2022-01288,2022-11-08,Express,Daniel Cordero,Consumidor,Central,San Jose,Muebles,Estantes,290.34,2,0.0,62.31
CR-2022-01288,2022-11-08,Estandar,Daniel Cordero,Consumidor,Central,San Jose,Tecnologia,Tablets,1285.59,1,0.0,138.82
CR-2022-01289,2022-01-31,Economico,Fernando Arias,Corporativo,Norte,San Carlos,Tecnologia,Accesorios,920.28,3,0.0,216.37
CR-2022-01289,2022-01-31,Express,Fernando Arias,Corporativo,Norte,San Carlos,Muebles,Estantes,727.04,1,0.1,116.2
CR-2024-01290,2024-03-18,Estandar,Lucia Sanchez,Consumidor,Central,Alajuela,Tecnologia,Tablets,1256.64,1,0.05,433.73
CR-2024-01290,2024-03-18,Express,Lucia Sanchez,Consumidor,Central,Alajuela,Oficina,Organizadores,347.85,3,0.0,113.34
CR-2024-01291,2024-11-02,Economico,Lucia Sanchez,Corporativo,Central,Alajuela,Oficina,Utiles,141.0,2,0.0,65.07
CR-2024-01292,2024-03-16,Economico,Fernando Arias,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,1329.7,1,0.0,325.21
CR-2024-01292,2024-03-16,Estandar,Fernando Arias,Consumidor,Norte,San Carlos,Oficina,Impresion,100.19,1,0.1,40.44
CR-2024-01292,2024-03-16,Express,Fernando Arias,Consumidor,Norte,San Carlos,Oficina,Papel,203.49,2,0.15,61.35
CR-2022-01293,2022-12-16,Economico,Diego Hernandez,Gobierno,Pacifico,Puntarenas,Tecnologia,Telefonos,592.55,1,0.1,108.96
CR-2022-01293,2022-12-16,Estandar,Diego Hernandez,Gobierno,Pacifico,Puntarenas,Tecnologia,Tablets,4058.67,3,0.0,1134.88
CR-2024-01294,2024-10-16,Estandar,Maria Lopez,Gobierno,Central,Alajuela,Oficina,Organizadores,73.98,1,0.0,28.86
CR-2023-01295,2023-10-02,Estandar,Mateo Calderon,Consumidor,Central,Alajuela,Oficina,Impresion,177.64,2,0.0,32.88
CR-2023-01295,2023-10-02,Economico,Mateo Calderon,Consumidor,Central,Alajuela,Tecnologia,Telefonos,269.74,1,0.05,70.12
CR-2023-01295,2023-10-02,Express,Mateo Calderon,Consumidor,Central,Alajuela,Muebles,Estantes,694.45,1,0.0,136.64
CR-2024-01296,2024-02-16,Estandar,Isabella Monge,Consumidor,Norte,San Carlos,Muebles,Sillas,349.95,1,0.0,23.83
CR-2024-01297,2024-12-19,Economico,Carlos Ramirez,Consumidor,Norte,Upala,Oficina,Impresion,149.28,1,0.0,55.99
CR-2024-01298,2024-10-05,Express,Maria Lopez,Gobierno,Pacifico,Guanacaste,Muebles,Escritorios,533.59,1,0.1,108.8
CR-2022-01299,2022-04-04,Economico,Lucia Sanchez,Corporativo,Pacifico,Puntarenas,Tecnologia,Accesorios,992.54,2,0.0,51.45
CR-2023-01300,2023-12-01,Economico,Sofia Vargas,Consumidor,Central,San Jose,Muebles,Escritorios,1579.38,2,0.05,206.49
CR-2023-01300,2023-12-01,Estandar,Sofia Vargas,Consumidor,Central,San Jose,Oficina,Organizadores,121.42,1,0.1,63.27
CR-2023-01300,2023-12-01,Economico,Sofia Vargas,Consumidor,Central,San Jose,Oficina,Organizadores,104.61,1,0.05,24.41
CR-2023-01301,2023-12-26,Estandar,Sofia Vargas,Corporativo,Pacifico,Guanacaste,Oficina,Organizadores,78.35,1,0.05,17.62
CR-2023-01301,2023-12-26,Estandar,Sofia Vargas,Corporativo,Pacifico,Guanacaste,Oficina,Organizadores,258.76,2,0.0,47.8
CR-2023-01301,2023-12-26,Express,Sofia Vargas,Corporativo,Pacifico,Guanacaste,Muebles,Sillas,722.15,1,0.05,43.51
CR-2023-01302,2023-02-18,Estandar,Valentina Castro,Corporativo,Norte,San Carlos,Muebles,Sillas,1591.02,2,0.05,315.61
CR-2024-01303,2024-11-23,Estandar,Mateo Calderon,Corporativo,Pacifico,Puntarenas,Oficina,Organizadores,21.8,1,0.0,10.67
CR-2024-01304,2024-08-14,Express,Gabriela Quesada,Corporativo,Central,Alajuela,Oficina,Organizadores,229.96,2,0.0,52.94
CR-2024-01305,2024-12-26,Economico,Maria Lopez,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,2879.06,2,0.0,612.54
CR-2023-01306,2023-12-10,Estandar,Sebastian Vega,Consumidor,Caribe,Limon,Muebles,Sillas,523.27,1,0.0,119.18
CR-2023-01306,2023-12-10,Economico,Sebastian Vega,Consumidor,Caribe,Limon,Muebles,Escritorios,124.12,1,0.0,19.5
CR-2023-01307,2023-12-30,Express,Ricardo Chaves,Gobierno,Pacifico,Puntarenas,Oficina,Organizadores,40.99,2,0.15,13.83
CR-2023-01307,2023-12-30,Estandar,Ricardo Chaves,Gobierno,Pacifico,Puntarenas,Oficina,Organizadores,187.04,2,0.05,98.94
CR-2024-01308,2024-01-15,Economico,Pablo Solano,Consumidor,Caribe,Limon,Tecnologia,Telefonos,559.59,1,0.0,156.9
CR-2024-01309,2024-11-06,Estandar,Daniela Zuniga,Corporativo,Central,Heredia,Oficina,Impresion,143.68,2,0.0,35.56
CR-2024-01309,2024-11-06,Express,Daniela Zuniga,Corporativo,Central,Heredia,Muebles,Estantes,127.46,1,0.05,15.19
CR-2023-01310,2023-12-29,Estandar,Sofia Vargas,Gobierno,Central,Alajuela,Tecnologia,Accesorios,863.21,1,0.05,256.03
CR-2023-01310,2023-12-29,Express,Sofia Vargas,Gobierno,Central,Alajuela,Muebles,Estantes,123.37,1,0.1,24.35
CR-2024-01311,2024-10-09,Express,Daniel Cordero,Consumidor,Central,San Jose,Oficina,Impresion,232.62,2,0.05,77.04
CR-2024-01311,2024-10-09,Economico,Daniel Cordero,Consumidor,Central,San Jose,Oficina,Organizadores,84.36,1,0.05,23.34
CR-2024-01311,2024-10-09,Economico,Daniel Cordero,Consumidor,Central,San Jose,Muebles,Escritorios,1704.9,3,0.15,262.6
CR-2022-01312,2022-09-19,Estandar,Ricardo Chaves,Gobierno,Central,Heredia,Oficina,Impresion,111.61,1,0.1,55.39
CR-2024-01313,2024-03-18,Express,Sebastian Vega,Consumidor,Norte,Upala,Tecnologia,Telefonos,738.56,1,0.0,241.76
CR-2023-01314,2023-08-14,Estandar,Diego Hernandez,Consumidor,Pacifico,Puntarenas,Oficina,Impresion,226.63,2,0.15,46.3
CR-2024-01315,2024-07-22,Express,Valentina Castro,Consumidor,Norte,San Carlos,Muebles,Mesas,395.47,1,0.0,8.59
CR-2024-01315,2024-07-22,Estandar,Valentina Castro,Consumidor,Norte,San Carlos,Oficina,Impresion,73.86,1,0.05,21.92
CR-2024-01316,2024-11-25,Express,Isabella Monge,Corporativo,Central,San Jose,Muebles,Sillas,415.12,1,0.1,16.75
CR-2024-01316,2024-11-25,Express,Isabella Monge,Corporativo,Central,San Jose,Oficina,Papel,193.76,2,0.0,33.15
CR-2024-01316,2024-11-25,Express,Isabella Monge,Corporativo,Central,San Jose,Muebles,Estantes,1289.08,3,0.05,124.07
CR-2023-01317,2023-12-16,Express,Carlos Ramirez,Consumidor,Caribe,Limon,Oficina,Impresion,33.7,3,0.1,13.47
CR-2023-01317,2023-12-16,Economico,Carlos Ramirez,Consumidor,Caribe,Limon,Tecnologia,Accesorios,210.5,1,0.1,26.44
CR-2023-01318,2023-07-18,Economico,Laura Jimenez,Consumidor,Central,Alajuela,Oficina,Utiles,24.22,1,0.1,6.16
CR-2023-01318,2023-07-18,Estandar,Laura Jimenez,Consumidor,Central,Alajuela,Muebles,Mesas,456.52,2,0.0,112.46
CR-2023-01318,2023-07-18,Economico,Laura Jimenez,Consumidor,Central,Alajuela,Muebles,Mesas,697.26,1,0.0,119.9
CR-2023-01319,2023-03-08,Economico,Ricardo Chaves,Corporativo,Caribe,Limon,Tecnologia,Telefonos,293.02,1,0.0,80.24
CR-2023-01319,2023-03-08,Express,Ricardo Chaves,Corporativo,Caribe,Limon,Muebles,Sillas,640.48,1,0.0,90.95
CR-2023-01320,2023-08-15,Economico,Daniel Cordero,Corporativo,Norte,Upala,Tecnologia,Accesorios,382.36,2,0.0,115.96
CR-2023-01320,2023-08-15,Express,Daniel Cordero,Corporativo,Norte,Upala,Muebles,Mesas,603.34,2,0.0,93.13
CR-2023-01321,2023-02-04,Estandar,Camila Brenes,Corporativo,Pacifico,Guanacaste,Tecnologia,Accesorios,67.34,1,0.0,12.38
CR-2023-01322,2023-10-31,Economico,Valentina Castro,Gobierno,Central,San Jose,Tecnologia,Telefonos,2570.78,2,0.1,221.07
CR-2023-01322,2023-10-31,Estandar,Valentina Castro,Gobierno,Central,San Jose,Muebles,Mesas,1761.98,3,0.05,427.19
CR-2023-01322,2023-10-31,Express,Valentina Castro,Gobierno,Central,San Jose,Muebles,Escritorios,643.1,2,0.0,79.93
CR-2023-01323,2023-10-25,Estandar,Mateo Calderon,Corporativo,Central,Heredia,Tecnologia,Tablets,848.9,2,0.0,60.12
CR-2023-01324,2023-01-01,Estandar,Gabriela Quesada,Corporativo,Central,San Jose,Oficina,Organizadores,20.41,1,0.0,3.35
CR-2024-01325,2024-11-02,Express,Gabriela Quesada,Gobierno,Pacifico,Puntarenas,Tecnologia,Tablets,3035.48,3,0.05,621.1
CR-2024-01326,2024-06-12,Express,Daniela Zuniga,Consumidor,Central,Alajuela,Muebles,Escritorios,304.96,2,0.15,29.49
CR-2024-01326,2024-06-12,Express,Daniela Zuniga,Consumidor,Central,Alajuela,Tecnologia,Laptops,2900.4,3,0.0,610.21
CR-2024-01326,2024-06-12,Express,Daniela Zuniga,Consumidor,Central,Alajuela,Muebles,Mesas,703.57,1,0.0,103.8
CR-2023-01327,2023-09-05,Economico,Laura Jimenez,Corporativo,Central,Alajuela,Oficina,Utiles,68.51,1,0.0,10.97
CR-2024-01328,2024-09-28,Estandar,Daniel Cordero,Corporativo,Caribe,Limon,Tecnologia,Telefonos,93.34,1,0.1,5.87
CR-2024-01328,2024-09-28,Estandar,Daniel Cordero,Corporativo,Caribe,Limon,Oficina,Utiles,96.67,1,0.05,48.31
CR-2024-01328,2024-09-28,Economico,Daniel Cordero,Corporativo,Caribe,Limon,Tecnologia,Laptops,98.3,1,0.05,18.81
CR-2023-01329,2023-05-13,Estandar,Camila Brenes,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,675.9,1,0.05,199.62
CR-2023-01329,2023-05-13,Express,Camila Brenes,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,1135.76,2,0.0,75.65
CR-2023-01329,2023-05-13,Estandar,Camila Brenes,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,340.21,2,0.05,31.97
CR-2022-01330,2022-12-22,Estandar,Sofia Vargas,Consumidor,Central,Heredia,Muebles,Escritorios,453.72,1,0.15,13.32
CR-2022-01331,2022-11-20,Express,Diego Hernandez,Consumidor,Norte,San Carlos,Oficina,Utiles,298.5,3,0.0,141.18
CR-2022-01331,2022-11-20,Estandar,Diego Hernandez,Consumidor,Norte,San Carlos,Tecnologia,Laptops,244.61,1,0.05,29.79
CR-2022-01331,2022-11-20,Express,Diego Hernandez,Consumidor,Norte,San Carlos,Oficina,Organizadores,26.44,1,0.15,10.6
CR-2024-01332,2024-10-07,Estandar,Laura Jimenez,Gobierno,Pacifico,Puntarenas,Oficina,Utiles,74.66,1,0.05,17.41
CR-2024-01332,2024-10-07,Estandar,Laura Jimenez,Gobierno,Pacifico,Puntarenas,Tecnologia,Telefonos,2048.65,2,0.15,394.0
CR-2022-01333,2022-11-30,Estandar,Diego Hernandez,Consumidor,Caribe,Limon,Muebles,Escritorios,196.38,2,0.15,11.87
CR-2022-01333,2022-11-30,Express,Diego Hernandez,Consumidor,Caribe,Limon,Oficina,Impresion,58.94,3,0.1,22.81
CR-2023-01334,2023-02-12,Express,Jose Garcia,Corporativo,Caribe,Limon,Tecnologia,Tablets,3359.19,3,0.0,390.33
CR-2022-01335,2022-04-22,Estandar,Lucia Sanchez,Gobierno,Pacifico,Puntarenas,Muebles,Estantes,364.51,2,0.05,89.08
CR-2022-01336,2022-12-18,Economico,Sebastian Vega,Consumidor,Central,Heredia,Tecnologia,Telefonos,1152.49,1,0.0,111.83
CR-2023-01337,2023-12-16,Estandar,Daniela Zuniga,Corporativo,Norte,San Carlos,Oficina,Utiles,201.24,3,0.0,65.14
CR-2022-01338,2022-01-11,Estandar,Pablo Solano,Gobierno,Central,San Jose,Tecnologia,Tablets,600.53,1,0.1,155.53
CR-2022-01338,2022-01-11,Estandar,Pablo Solano,Gobierno,Central,San Jose,Muebles,Mesas,554.44,2,0.0,104.41
CR-2024-01339,2024-12-05,Estandar,Daniela Zuniga,Consumidor,Central,San Jose,Muebles,Escritorios,1567.0,2,0.0,195.27
CR-2023-01340,2023-01-14,Express,Maria Lopez,Corporativo,Caribe,Limon,Tecnologia,Telefonos,1155.33,2,0.05,160.56
CR-2023-01340,2023-01-14,Economico,Maria Lopez,Corporativo,Caribe,Limon,Oficina,Organizadores,45.2,3,0.1,7.77
CR-2023-01340,2023-01-14,Estandar,Maria Lopez,Corporativo,Caribe,Limon,Tecnologia,Laptops,200.35,1,0.05,31.99
CR-2023-01341,2023-11-24,Express,Valentina Castro,Corporativo,Pacifico,Puntarenas,Oficina,Organizadores,236.36,2,0.1,107.39
CR-2023-01341,2023-11-24,Express,Valentina Castro,Corporativo,Pacifico,Puntarenas,Muebles,Escritorios,492.92,1,0.0,52.12
CR-2023-01341,2023-11-24,Economico,Valentina Castro,Corporativo,Pacifico,Puntarenas,Oficina,Organizadores,73.23,1,0.1,30.85
CR-2024-01342,2024-07-14,Express,Mateo Calderon,Gobierno,Central,San Jose,Muebles,Sillas,693.87,1,0.15,31.33
CR-2022-01343,2022-10-31,Estandar,Isabella Monge,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,663.44,1,0.1,37.45
CR-2022-01343,2022-10-31,Express,Isabella Monge,Consumidor,Pacifico,Puntarenas,Tecnologia,Accesorios,1116.98,1,0.15,271.87
CR-2023-01344,2023-10-31,Estandar,Ricardo Chaves,Consumidor,Norte,Upala,Muebles,Mesas,209.78,1,0.05,51.03
CR-2023-01344,2023-10-31,Economico,Ricardo Chaves,Consumidor,Norte,Upala,Muebles,Estantes,892.59,3,0.05,50.86
CR-2023-01344,2023-10-31,Estandar,Ricardo Chaves,Consumidor,Norte,Upala,Tecnologia,Telefonos,2776.18,2,0.05,693.79
CR-2023-01345,2023-11-03,Economico,Pablo Solano,Consumidor,Pacifico,Guanacaste,Oficina,Utiles,10.03,1,0.0,3.0
CR-2024-01346,2024-12-28,Economico,Lucia Sanchez,Gobierno,Central,Heredia,Muebles,Estantes,714.69,1,0.15,104.07
CR-2023-01347,2023-08-29,Economico,Sofia Vargas,Corporativo,Caribe,Limon,Muebles,Sillas,339.83,1,0.05,9.93
CR-2023-01347,2023-08-29,Express,Sofia Vargas,Corporativo,Caribe,Limon,Muebles,Sillas,200.66,2,0.0,20.51
CR-2023-01347,2023-08-29,Express,Sofia Vargas,Corporativo,Caribe,Limon,Oficina,Utiles,195.98,2,0.0,102.75
CR-2022-01348,2022-11-16,Economico,Diego Hernandez,Consumidor,Central,Alajuela,Oficina,Impresion,75.22,1,0.05,23.24
CR-2024-01349,2024-01-28,Express,Daniela Zuniga,Consumidor,Central,Heredia,Oficina,Organizadores,35.4,2,0.0,19.37
CR-2024-01349,2024-01-28,Estandar,Daniela Zuniga,Consumidor,Central,Heredia,Tecnologia,Laptops,3654.69,3,0.0,1165.59
CR-2024-01349,2024-01-28,Estandar,Daniela Zuniga,Consumidor,Central,Heredia,Tecnologia,Tablets,316.16,1,0.1,109.39
CR-2022-01350,2022-12-01,Express,Daniela Zuniga,Consumidor,Caribe,Limon,Tecnologia,Accesorios,677.84,2,0.0,133.65
CR-2022-01350,2022-12-01,Express,Daniela Zuniga,Consumidor,Caribe,Limon,Muebles,Estantes,538.61,1,0.0,11.08
CR-2024-01351,2024-12-25,Economico,Lucia Sanchez,Consumidor,Caribe,Limon,Tecnologia,Accesorios,189.6,1,0.15,13.28
CR-2024-01351,2024-12-25,Economico,Lucia Sanchez,Consumidor,Caribe,Limon,Oficina,Papel,74.67,1,0.0,31.69
CR-2024-01352,2024-02-04,Express,Isabella Monge,Consumidor,Central,Heredia,Muebles,Estantes,800.22,1,0.0,66.19
CR-2022-01353,2022-12-10,Economico,Maria Lopez,Consumidor,Central,Alajuela,Tecnologia,Accesorios,918.21,1,0.0,133.01
CR-2023-01354,2023-07-10,Estandar,Gabriela Quesada,Corporativo,Caribe,Limon,Tecnologia,Laptops,223.72,1,0.1,38.84
CR-2023-01354,2023-07-10,Economico,Gabriela Quesada,Corporativo,Caribe,Limon,Tecnologia,Laptops,274.1,1,0.0,87.47
CR-2024-01355,2024-05-04,Economico,Laura Jimenez,Corporativo,Central,San Jose,Muebles,Estantes,646.66,1,0.0,159.82
CR-2022-01356,2022-12-19,Estandar,Lucia Sanchez,Corporativo,Central,Alajuela,Oficina,Impresion,25.64,1,0.0,5.18
CR-2022-01357,2022-11-17,Express,Valentina Castro,Consumidor,Norte,San Carlos,Oficina,Papel,77.36,1,0.15,12.94
CR-2022-01357,2022-11-17,Estandar,Valentina Castro,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,3553.32,3,0.0,1138.31
CR-2022-01358,2022-12-01,Estandar,Valentina Castro,Consumidor,Caribe,Limon,Oficina,Utiles,80.12,2,0.0,30.55
CR-2022-01358,2022-12-01,Economico,Valentina Castro,Consumidor,Caribe,Limon,Oficina,Papel,27.85,1,0.15,10.16
CR-2023-01359,2023-03-15,Estandar,Pablo Solano,Corporativo,Norte,Upala,Tecnologia,Tablets,312.23,1,0.0,35.68
CR-2022-01360,2022-08-20,Estandar,Ricardo Chaves,Consumidor,Caribe,Limon,Muebles,Escritorios,1315.76,2,0.0,125.61
CR-2023-01361,2023-08-04,Economico,Laura Jimenez,Consumidor,Caribe,Limon,Muebles,Estantes,211.32,1,0.1,27.35
CR-2023-01362,2023-12-03,Economico,Ricardo Chaves,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,211.73,1,0.05,72.68
CR-2023-01362,2023-12-03,Express,Ricardo Chaves,Consumidor,Norte,San Carlos,Tecnologia,Laptops,577.38,1,0.0,175.07
CR-2023-01363,2023-04-22,Economico,Lucia Sanchez,Corporativo,Norte,Upala,Muebles,Escritorios,1190.29,2,0.15,121.29
CR-2023-01363,2023-04-22,Express,Lucia Sanchez,Corporativo,Norte,Upala,Muebles,Escritorios,474.39,1,0.05,22.82
CR-2023-01364,2023-04-18,Estandar,Ricardo Chaves,Consumidor,Pacifico,Puntarenas,Muebles,Estantes,1908.15,3,0.0,336.25
CR-2023-01364,2023-04-18,Express,Ricardo Chaves,Consumidor,Pacifico,Puntarenas,Oficina,Impresion,181.2,2,0.05,64.87
